Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
20,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,90880,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019,1,1,au,0.574,0.758,1,-5.029,0,0.0621,0.0969,0,0.395,0.492,144.111,182623,4
21,Let You Love Me,Rita Ora,89985,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019,1,1,au,0.475,0.846,10,-3.344,1,0.283,0.275,0,0.0824,0.451,96.036,191120,4
22,Waiting,KIAN,89494,https://open.spotify.com/track/0TBFJanfWaByPIi3f7RR82,2019,1,1,au,0.787,0.448,4,-7.671,0,0.0508,0.372,0,0.0779,0.471,138.03,215653,4
23,Better Now,Post Malone,86322,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2019,1,1,au,0.68,0.563,10,-5.843,1,0.0454,0.354,0,0.136,0.374,145.028,231267,4
24,In My Mind,Dynoro,86024,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,1,1,au,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4
25,Saturday Nights,Khalid,84208,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,2019,1,1,au,0.551,0.44,10,-8.559,1,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,4
26,ZEZE,Kodak Black,81961,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019,1,1,au,0.861,0.603,8,-5.788,0,0.176,0.0521,0,0.0924,0.504,98.043,228760,4
27,1999,Charli XCX,81315,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8,2019,1,1,au,0.739,0.742,7,-4.586,1,0.0329,0.0227,1.39e-06,0.229,0.659,124.016,189000,4
28,Love Someone,Lukas Graham,80286,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,2019,1,1,au,0.538,0.409,9,-6.581,0,0.0505,0.172,0,0.11,0.265,171.838,205440,4
29,High Hopes,Panic! At The Disco,79086,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,1,1,au,0.579,0.904,5,-2.729,1,0.0618,0.193,0,0.064,0.681,82.014,190947,4
30,Going Bad (feat. Drake),Meek Mill,76732,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,2019,1,1,au,0.889,0.496,4,-6.365,0,0.0905,0.259,0,0.252,0.544,86.003,180522,4
31,Promises (with Sam Smith),Calvin Harris,75898,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,1,1,au,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,4
32,Rise,Jonas Blue,75086,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019,1,1,au,0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,194408,4
33,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,73781,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019,1,1,au,0.703,0.723,9,-5.45,0,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,4
34,Girls Like You (feat. Cardi B),Maroon 5,73148,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2019,1,1,au,0.851,0.541,0,-6.825,1,0.0505,0.568,0,0.13,0.448,124.959,235545,4
35,Mo Bamba,Sheck Wes,72605,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,2019,1,1,au,0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4
