,Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,Age on Chart
81,82,Canın Çıkar,Khontkar,19138,https://open.spotify.com/track/5egx5XspJEASDzS0ICQNQk,2019,1,1,tr,0
82,83,Hiç Işık Yok,No.1,18974,https://open.spotify.com/track/2noHL0PeH7WjRSLBjWxU4Q,2019,1,1,tr,0
83,84,Moonlight,XXXTENTACION,18808,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,1,1,tr,0
84,85,Beni Sen İnandır,Pinhani,18713,https://open.spotify.com/track/1rY4UYyZ3PcuYgWIddkcnL,2019,1,1,tr,0
85,86,Wow.,Post Malone,18600,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,1,1,tr,0
86,87,Affet,Müslüm Gürses,18597,https://open.spotify.com/track/0ikRchpmFlaqlzLRgu9qWk,2019,1,1,tr,0
87,88,Kime Ne,Khontkar,18576,https://open.spotify.com/track/2HomWdJV2msBL9XvAnUgiB,2019,1,1,tr,0
88,89,Sen Benim Şarkılarımsın,Cem Adrian,18502,https://open.spotify.com/track/79MWhuYapVlBQ4ozGVdO6e,2019,1,1,tr,0
89,90,Karma,Şehinşah,18365,https://open.spotify.com/track/2FLvbfkf8LzH8nk5NS36OU,2019,1,1,tr,0
90,91,Ölüler Dirilerden Çalacak,Gazapizm,18157,https://open.spotify.com/track/00hLEiQKIWXt0rd9SnBrXY,2019,1,1,tr,0
91,92,Takdir-i İlahi,Oğuzhan Koç,17577,https://open.spotify.com/track/5DtRoFFNian2XZlxRWorpF,2019,1,1,tr,0
92,93,Beni Vur - Akustik,Deniz Tekin,17379,https://open.spotify.com/track/3CPBzUohQI0fVoFFMSZouO,2019,1,1,tr,0
93,94,Taviz Yok,Patron,17326,https://open.spotify.com/track/1RPigRjLbkqMjBKXGtiftz,2019,1,1,tr,0
94,95,Vermedin,Umut Timur,17207,https://open.spotify.com/track/0UmrWrJNzY8wSTFdjtiKUw,2019,1,1,tr,0
95,96,İhtimaller Perisi,Gökhan Türkmen,17133,https://open.spotify.com/track/4eMQ9IY3i6if7qrYRx43nY,2019,1,1,tr,0
96,97,Yol,Fikri Karayel,17130,https://open.spotify.com/track/5b06F0e1Z6hzFMcMrzcCzL,2019,1,1,tr,0
97,98,Believer,Imagine Dragons,16926,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2019,1,1,tr,0
98,99,Gamzendeki Çukur,Kubilay Aka,16877,https://open.spotify.com/track/5b4RSoj4amz8NiWtT00UiC,2019,1,1,tr,0
99,100,Katliam 2,Massaka,16820,https://open.spotify.com/track/6oaXwwoCtIOSCCEHkP9YHF,2019,1,1,tr,0
100,1,Bir İhtimal Biliyorum,Gülşen,126719,https://open.spotify.com/track/24mpJgP2YZUBif9NvmYyh4,2019,1,2,tr,1
101,2,3 2 1,Ben Fero,76073,https://open.spotify.com/track/15DPWEQ73JEW3pfyU6EcmR,2019,1,2,tr,1
102,3,Sana Doğru,Bora Duran,73309,https://open.spotify.com/track/79sYvkdnJGFrYx67nBL5Nk,2019,1,2,tr,1
103,4,İçimdeki Sen,Bilal Sonses,65222,https://open.spotify.com/track/4JHfs0fmHtk9IbaQ3CqXSD,2019,1,2,tr,1
104,5,Geceler,Ezhel,62663,https://open.spotify.com/track/0R0o8uOkDz40XsR6uwThfQ,2019,1,2,tr,1
105,6,Kazıdık Tırnaklarla,Ezhel,58718,https://open.spotify.com/track/27OWNTEEtJCFVejrh5mqgv,2019,1,2,tr,1
106,7,KAFA10,Anıl Piyancı,57346,https://open.spotify.com/track/7fUGWMgLzsVdID1eKoPm3b,2019,1,2,tr,1
107,8,Mary Jane (Radio Edit),Burry Soprano,54731,https://open.spotify.com/track/51agJccRxKI5dqGJFkTojo,2019,1,2,tr,1
108,9,Leyla,Tahribad-ı İsyan,50921,https://open.spotify.com/track/31EltOuKi4PBBExtTTO00s,2019,1,2,tr,1
109,10,Mahallemiz Esmer,Ben Fero,48898,https://open.spotify.com/track/4dVq7rEV6AozzDX9fh9vVH,2019,1,2,tr,1
110,11,Ay Tenli Kadın,Ufuk Beydemir,47459,https://open.spotify.com/track/5CaKpl8JB1FMCbsgh0sgO8,2019,1,2,tr,1
111,12,Unutturmam,Cengiz Ateş,46768,https://open.spotify.com/track/186rAYS0x7rX1IZXheLBoN,2019,1,2,tr,1
112,13,Tarifi Zor,Soner Sarıkabadayı,46010,https://open.spotify.com/track/48BDdjRPUJLjqj7nVmrg4d,2019,1,2,tr,1
113,14,Elbet Bir Gün,Canbay & Wolker,44822,https://open.spotify.com/track/1PJ1BbGaVmLogYicLKoZix,2019,1,2,tr,1
114,15,Yak Yak Yak,Şehinşah,44789,https://open.spotify.com/track/4GjIoWGPLf7C8LcjK1UNlS,2019,1,2,tr,1
115,16,Boş Gemiler,Yüzyüzeyken Konuşuruz,44730,https://open.spotify.com/track/5xOAQ5o5mPI2FZZEOu1NZL,2019,1,2,tr,1
116,17,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,44569,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,1,2,tr,1
117,18,Islah,Muşta,44505,https://open.spotify.com/track/5AS7el6HMlK5YcGeUSxR1n,2019,1,2,tr,1
118,19,Oldu Olanlar,DJ Tarkan,43809,https://open.spotify.com/track/4LTHcXXwN8OW4fYm5sVNPP,2019,1,2,tr,1
119,20,Bu Havada Gidilmez,Manuş Baba,42031,https://open.spotify.com/track/4ajGA8mtD6R2JylEbRLp5n,2019,1,2,tr,1
120,21,Dinle Beni Bi',Yüzyüzeyken Konuşuruz,41256,https://open.spotify.com/track/11PO9iu6PtpgL1JK4QNUEJ,2019,1,2,tr,1
121,22,Catla,Velet,41064,https://open.spotify.com/track/7xLuitKqUvy1854AiGaLY0,2019,1,2,tr,1
122,23,İmkansızım,Ezhel,40875,https://open.spotify.com/track/5Y3ZTBwRNrgj3AlXYASvDe,2019,1,2,tr,1
123,24,Öpücem,Simge,40421,https://open.spotify.com/track/1pq9w58vpi5nnEllpgl1tF,2019,1,2,tr,1
124,25,Unuturum Elbet,Rafet El Roman,39180,https://open.spotify.com/track/0s5Fwi2qaJqc6ZIdh6cJBy,2019,1,2,tr,1
125,26,Kiss and Make Up,Dua Lipa,38614,https://open.spotify.com/track/13hvHEstJ4sNbzdroPrPI3,2019,1,2,tr,1
126,27,Dünya'dan Atlas'a,Şehinşah,38388,https://open.spotify.com/track/0ewiq9snqyF3dULzbMqI3J,2019,1,2,tr,1
127,28,Milyon,Şehinşah,37898,https://open.spotify.com/track/2fqlGvVkoVDCRAA8O5r6bH,2019,1,2,tr,1
128,29,Tamam Tamam,Summer Cem,36499,https://open.spotify.com/track/2eRq2jwsZtb0uGH4qUsvT1,2019,1,2,tr,1
129,30,In My Mind,Dynoro,35587,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,1,2,tr,1
130,31,Say My Name,David Guetta,35115,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,1,2,tr,1
131,32,Beni Sev,Hande Yener,35071,https://open.spotify.com/track/0bE8X3KwUifITMaibVR9eD,2019,1,2,tr,1
132,33,Bir Derdim Var,mor ve ötesi,34364,https://open.spotify.com/track/5oecOcmSEHs7MZiB0NPbFu,2019,1,2,tr,1
133,34,Ne Farkeder,Yüzyüzeyken Konuşuruz,34294,https://open.spotify.com/track/23KSyhPMqyUVrrLo300YiW,2019,1,2,tr,1
134,35,Yanlış,Tuğçe Kandemir,33009,https://open.spotify.com/track/1BFXF795GnN0AqjMDSfbSP,2019,1,2,tr,1
135,36,Without Me,Halsey,32660,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,1,2,tr,1
136,37,Sürgün Aşkımız,Emrah Karaduman,32372,https://open.spotify.com/track/1vBQ0dGjpnpOIF7iNbwuyX,2019,1,2,tr,1
137,38,Aşk Bitsin,Buray,31754,https://open.spotify.com/track/7KwJ77WnVmphcdSDtIHe47,2019,1,2,tr,1
138,39,Sarmaşık,Mabel Matiz,31640,https://open.spotify.com/track/4AwMlBuqRr4wF1l4UqyJkg,2019,1,2,tr,1
139,40,Dipsiz Kuyum,Emrah Karaduman,31482,https://open.spotify.com/track/27V2b6B6YZjU3IzqH1ynpm,2019,1,2,tr,1
140,41,Yaramızda Kalsın,Onur Can Özcan,31309,https://open.spotify.com/track/0OTmkHR256dTdFVI7KWoPm,2019,1,2,tr,1
141,42,Kibir,Contra,31284,https://open.spotify.com/track/1y2mzrtAcHvmPJlNZUQ78e,2019,1,2,tr,1
142,43,Neyim Var Ki (feat. Sagopa K),Ceza,31224,https://open.spotify.com/track/09XOVDSIbBxBf6Kr1vGnHf,2019,1,2,tr,1
143,44,Thunderclouds,Sia,30948,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,2019,1,2,tr,1
144,45,Pavyon (feat. Ezhel),DJ Artz,30558,https://open.spotify.com/track/1ilFULm3dQtAPMpNIQz5RJ,2019,1,2,tr,1
145,46,An,Edis,30459,https://open.spotify.com/track/4ffl5sr8fDkNhjCSsxXNe8,2019,1,2,tr,1
146,47,Vuracak,Merve Özbey,30325,https://open.spotify.com/track/1jCv5QxEnfPyup6Kha3hNh,2019,1,2,tr,1
147,48,Bu Gece,Ceg,30005,https://open.spotify.com/track/2DTLzghmLMDNvTYe67ffuD,2019,1,2,tr,1
148,49,A Canım,Mabel Matiz,29371,https://open.spotify.com/track/6GxaMyQYnqqASQKNYY4Tub,2019,1,2,tr,1
149,50,Güzelliğine,Edis,29061,https://open.spotify.com/track/69J8H2ujqGkJ4KSqp2YpRu,2019,1,2,tr,1
150,51,lovely,Billie Eilish,28623,https://open.spotify.com/track/1NJcg626wLln4pGHpiV7mf,2019,1,2,tr,1
151,52,Sensiz Ben Ne Olayım,Yalın,28516,https://open.spotify.com/track/7lxdCKq3vq2r9vVTdSUTk7,2019,1,2,tr,1
152,53,Suspus,Ceza,28229,https://open.spotify.com/track/1JvUmKSl9Mg6mQnmbjLYyz,2019,1,2,tr,1
