Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
93,Rise,Jonas Blue,8934,https://open.spotify.com/track/3KLygy1YWhmrQx0GRs7IOx,2019,2,27,nz,0.687,0.785,1,-4.65,1,0.0333,0.327,0,0.203,0.655,106.046,194408,4
94,Africa,TOTO,8847,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2019,2,27,nz,0.671,0.373,9,-18.064,1,0.0323,0.257,7.95e-05,0.0481,0.732,92.717,295893,4
95,Rivers,Six60,8792,https://open.spotify.com/track/25qfmrJIuw6TAvXoZ0phzb,2019,2,27,nz,0.67,0.315,2,-9.724,1,0.05,0.513,0.00729,0.0954,0.765,126.375,204094,5
96,Woke Up Late (feat. Hailee Steinfeld),Drax Project,8772,https://open.spotify.com/track/3qLBz3j26AHO2jBYUQWLA6,2019,2,27,nz,0.698,0.66,2,-5.429,0,0.083,0.043,0,0.186,0.351,119.214,181859,4
97,Lucky You (feat. Joyner Lucas),Eminem,8760,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,2019,2,27,nz,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,244679,4
98,Say You Won't Let Go,James Arthur,8701,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2019,2,27,nz,0.358,0.557,10,-7.398,1,0.059,0.695,0,0.0902,0.494,85.043,211467,4
99,ghostin,Ariana Grande,8667,https://open.spotify.com/track/4lD7gHKF1e8Y9stQuVezZB,2019,2,27,nz,0.396,0.358,9,-8.294,1,0.0292,0.422,1.71e-05,0.19,0.111,103.807,271467,4
100,Hope,The Chainsmokers,8588,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,2019,2,27,nz,0.773,0.699,1,-5.982,0,0.0958,0.488,3.6e-06,0.0814,0.513,104.941,180120,4
1,7 rings,Ariana Grande,49723,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019,2,28,nz,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,178627,4
2,"break up with your girlfriend, i'm bored",Ariana Grande,49713,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019,2,28,nz,0.726,0.554,5,-5.29,0,0.0917,0.0421,0,0.106,0.335,169.999,190440,4
3,Wow.,Post Malone,44787,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019,2,28,nz,0.833,0.539,11,-7.399,0,0.178,0.163,2.1e-06,0.101,0.385,99.947,149520,4
4,Talk,Khalid,44217,https://open.spotify.com/track/0rTV5WefWd1J3OwIheTzxM,2019,2,28,nz,0.9,0.4,0,-8.443,1,0.124,0.0501,0,0.0876,0.338,136.001,197487,4
