Position,Track Name,Artist,Streams,URL,Year,Month,Day,Region
83,Évidemment,Lomepal,43995,https://open.spotify.com/track/43yYuYeSOOupBHOkH9pRtF,2019,1,1,fr
84,Petite fille,Booba,43589,https://open.spotify.com/track/68t93W7Mdwlvia5CpHNsBM,2019,1,1,fr
85,Demain - Bigflo & Oli X Petit Biscuit,Bigflo & Oli,43534,https://open.spotify.com/track/1952SQ7t45GNIkXOXHxHCl,2019,1,1,fr
86,I'm a Mess,Bebe Rexha,43128,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,2019,1,1,fr
87,Havana (feat. Young Thug),Camila Cabello,42984,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2019,1,1,fr
88,91's,PNL,42920,https://open.spotify.com/track/58st6r10Ze6QomHs0BMUA8,2019,1,1,fr
89,Monégasque,PLK,42918,https://open.spotify.com/track/7C7l4I5OZHEO1Vbx8SGJC2,2019,1,1,fr
90,Sur le drapeau,Suprême NTM,42882,https://open.spotify.com/track/42Xesu4U4nM3CCjMk5X3kM,2019,1,1,fr
91,Pookie,Aya Nakamura,42234,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD,2019,1,1,fr
92,ORgueilleux,Koba LaD,42013,https://open.spotify.com/track/56EEPjNVNBxc9GUsROZPwO,2019,1,1,fr
93,L'enfoiré,Heuss L'enfoiré,41895,https://open.spotify.com/track/7Jt9gt9N8KC4s7gZVyLdyY,2019,1,1,fr
94,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,41778,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn,2019,1,1,fr
95,Smog,Damso,41197,https://open.spotify.com/track/1h1wmYG39fp6ZTgwlJ3Cv3,2019,1,1,fr
96,Jalousie,Angèle,41124,https://open.spotify.com/track/3U5x1rplpJNKR3Xg88EfLi,2019,1,1,fr
97,ZEZE,Kodak Black,41074,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,2019,1,1,fr
98,Without Me,Halsey,41052,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019,1,1,fr
99,Fendi,Ninho,40701,https://open.spotify.com/track/7BtAkqRFQjvOYOq5k5mlCb,2019,1,1,fr
100,FRIENDS,Marshmello,40684,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2019,1,1,fr
1,Binks to Binks 6,Ninho,231706,https://open.spotify.com/track/4zrEmFA3R3JngfWR70zu3w,2019,1,2,fr
2,Tout oublier,Angèle,172843,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71,2019,1,2,fr
3,Madrina,Maes,171483,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH,2019,1,2,fr
4,Sale mood,Bramsito,155603,https://open.spotify.com/track/7oxSh7uiB74lWGVIv2Qtlm,2019,1,2,fr
5,1000°C,Lomepal,146578,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou,2019,1,2,fr
6,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,143660,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019,1,2,fr
7,Jaloux,Dadju,128847,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT,2019,1,2,fr
8,Copines,Aya Nakamura,120822,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL,2019,1,2,fr
9,La dot,Aya Nakamura,118575,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG,2019,1,2,fr
10,Rêves bizarres (feat. Damso),Orelsan,115906,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW,2019,1,2,fr
11,Trop beau,Lomepal,112302,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM,2019,1,2,fr
12,MIA (feat. Drake),Bad Bunny,107300,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019,1,2,fr
13,Say My Name,David Guetta,102670,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019,1,2,fr
14,Billets verts,Maes,101440,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L,2019,1,2,fr
15,Shallow,Lady Gaga,101392,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019,1,2,fr
16,Promises (with Sam Smith),Calvin Harris,99302,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2019,1,2,fr
17,Ramenez la coupe à la maison,Vegedream,98943,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m,2019,1,2,fr
18,Air Max,Rim'K,93902,https://open.spotify.com/track/6qk9lEM6UIxNbAuI0PpOLu,2019,1,2,fr
19,"thank u, next",Ariana Grande,89560,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019,1,2,fr
20,High Hopes,Panic! At The Disco,87867,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019,1,2,fr
21,Ma 6t a craqué (feat. Ninho),Kpoint,86792,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS,2019,1,2,fr
22,Moonlight,XXXTENTACION,85782,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019,1,2,fr
23,Jon Snow,Lacrim,85782,https://open.spotify.com/track/2pz2M2tXX8ROcV1Pesr725,2019,1,2,fr
24,Ma che beauté,Jul,82157,https://open.spotify.com/track/0XXooKwo0L6gxn0OxZFDXw,2019,1,2,fr
25,Sucette (feat. Niska),Aya Nakamura,81641,https://open.spotify.com/track/3qHs2PoiJMPvdxgyRSvqAl,2019,1,2,fr
26,Sweet but Psycho,Ava Max,81432,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019,1,2,fr
27,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,79932,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019,1,2,fr
28,Djadja,Aya Nakamura,78504,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh,2019,1,2,fr
29,Later Bitches,The Prince Karma,77578,https://open.spotify.com/track/0uL88Lp7C6i2WGHub1zrJ9,2019,1,2,fr
30,Happier,Marshmello,77399,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019,1,2,fr
31,In My Mind,Dynoro,76834,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019,1,2,fr
32,À nos souvenirs,Trois Cafés Gourmands,76018,https://open.spotify.com/track/4h3SqMd5F16XJVdGp5fsZG,2019,1,2,fr
33,Je te le donne (en duo avec Slimane),Vitaa,74780,https://open.spotify.com/track/4yjqpsuyrbjyXHB6rC0mWo,2019,1,2,fr
34,Ta reine,Angèle,74769,https://open.spotify.com/track/3iXhLi33EpUfcOwasC8un1,2019,1,2,fr
35,X-men,Lomepal,73296,https://open.spotify.com/track/6A3bL3MlU0l54kKlgpw0UT,2019,1,2,fr
36,Bella,MHD,72904,https://open.spotify.com/track/0O4XHiuVt3dBaOzSI49BtF,2019,1,2,fr
37,Mauvais,GLK,72795,https://open.spotify.com/track/3ABwQntK8i49EGOd3SSj7Q,2019,1,2,fr
38,BB,Booba,72025,https://open.spotify.com/track/0YCMh9HQkRpAtkj0i1sZqH,2019,1,2,fr
39,Bae,RK,71946,https://open.spotify.com/track/5as5HurTt4u7BuFIT5j8am,2019,1,2,fr
40,La thune,Angèle,70129,https://open.spotify.com/track/3iBOe7U7kRPNIoL3QLCVu2,2019,1,2,fr
41,Thunderclouds,Sia,69732,https://open.spotify.com/track/2c7GlMNmF7pbohjykutmLP,2019,1,2,fr
42,Plus tard,Bigflo & Oli,68524,https://open.spotify.com/track/6KXZwMCjsRzhkJ3ccnYUJ8,2019,1,2,fr
43,La vérité,Lomepal,68270,https://open.spotify.com/track/1H0OfL0clmcI1odODWD2DS,2019,1,2,fr
44,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,68156,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019,1,2,fr
45,Tiago,Kendji Girac,67751,https://open.spotify.com/track/63eflEIBAF5VmO5AdVuZF7,2019,1,2,fr
46,Feu de bois,Damso,67198,https://open.spotify.com/track/4L0Iwsk1s8cbdBcEgdm8K5,2019,1,2,fr
47,Train de vie,Koba LaD,66226,https://open.spotify.com/track/6FqNHDHEsUTKqVWXBkMd9y,2019,1,2,fr
48,Natural,Imagine Dragons,64353,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019,1,2,fr
49,Mômes,Lomepal,63495,https://open.spotify.com/track/2FRnrkO72S9tbqu6eLjq6b,2019,1,2,fr
50,Paradise (feat. Benjamin Ingrosso),Ofenbach,63439,https://open.spotify.com/track/50SEeQXOJgaXPv2S0v7ded,2019,1,2,fr
51,Dalida,Soolking,63395,https://open.spotify.com/track/7vSQVx20cqaYOVAVJwj00p,2019,1,2,fr
52,Débrouillard,Kaaris,62467,https://open.spotify.com/track/3r1Veo87Ex14aHT2KcJNnh,2019,1,2,fr
53,KYLL,Medine,61748,https://open.spotify.com/track/1VYTP4prOc62xQe1KWf3S5,2019,1,2,fr
54,La C,Koba LaD,60643,https://open.spotify.com/track/5PtFV78R0DRvzsTqk1S0Vt,2019,1,2,fr
55,Shotgun,George Ezra,60512,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2019,1,2,fr
56,Plus de larmes,Lomepal,59706,https://open.spotify.com/track/2MknoFgWs0xJshIAGfGgf1,2019,1,2,fr
57,Rolls (feat. Lacrim),Hornet La Frappe,59294,https://open.spotify.com/track/3iYv5nIthPXesF0DeuhmVL,2019,1,2,fr
